fig|6666666.230262.peg.1	Name=GCN5-related_N-acetyltransferase
fig|6666666.230262.peg.350	Name=Lipid_A_export_ATP-binding/permease_protein_MsbA
fig|6666666.230262.peg.351	Name=hypothetical_protein
fig|6666666.230262.peg.352	Name=Beta-lactamase_(EC_3.5.2.6)
fig|6666666.230262.peg.353	Name=Glyoxalase_family_protein
fig|6666666.230262.peg.354	Name=FIG003003:_hypothetical_protein
fig|6666666.230262.peg.355	Name=Permease_of_the_drug/metabolite_transporter_(DMT)_superfamily
fig|6666666.230262.peg.356	Name=putative_RecF_protein
fig|6666666.230262.peg.357	Name=FIG01112115:_hypothetical_protein
fig|6666666.230262.peg.358	Name=tRNA_pseudouridine_synthase_A_(EC_4.2.1.70)
fig|6666666.230262.peg.359	Name=FIG01111868:_hypothetical_protein
fig|6666666.230262.peg.360	Name=Mlr3171_protein
fig|6666666.230262.peg.361	Name=Mlr3171_protein
fig|6666666.230262.peg.362	Name=DEAD-box_ATP-dependent_RNA_helicase_CshA_(EC_3.6.4.13)
fig|6666666.230262.peg.363	Name=hypothetical_protein
fig|6666666.230262.peg.364	Name=FIG002958:_hypothetical_protein
fig|6666666.230262.peg.365	Name=2-octaprenyl-3-methyl-6-methoxy-1%2C4-benzoquinol_hydroxylase_(EC_1.14.13.-)
fig|6666666.230262.peg.366	Name=Inner_membrane_protein
fig|6666666.230262.peg.367	Name=FIG01218663:_hypothetical_protein
fig|6666666.230262.peg.368	Name=FIG01111604:_hypothetical_protein
fig|6666666.230262.peg.369	Name=hypothetical_protein
fig|6666666.230262.peg.370	Name=hypothetical_protein
fig|6666666.230262.peg.371	Name=ADA_regulatory_protein_/_Methylated-DNA--protein-cysteine_methyltransferase_(EC_2.1.1.63)
fig|6666666.230262.peg.372	Name=Methylated-DNA--protein-cysteine_methyltransferase_(EC_2.1.1.63)
fig|6666666.230262.peg.373	Name=Alkaline_phosphodiesterase_I_(EC_3.1.4.1)_/_Nucleotide_pyrophosphatase_(EC_3.6.1.9)
fig|6666666.230262.peg.374	Name=FIG01217340:_hypothetical_protein
fig|6666666.230262.peg.375	Name=FIG01111272:_hypothetical_protein
fig|6666666.230262.peg.376	Name=Zinc-regulated_outer_membrane_receptor
fig|6666666.230262.peg.377	Name=Transcriptional_regulator%2C_TetR_family
fig|6666666.230262.peg.378	Name=MFS_transporter
fig|6666666.230262.peg.379	Name=Probable_Co/Zn/Cd_efflux_system_membrane_fusion_protein
fig|6666666.230262.peg.380	Name=Zinc_uptake_regulation_protein_ZUR
fig|6666666.230262.peg.381	Name=Glutamyl-tRNA_synthetase_(EC_6.1.1.17)
fig|6666666.230262.peg.382	Name=FIG01111224:_hypothetical_protein
fig|6666666.230262.peg.383	Name=FIG01112339:_hypothetical_protein
fig|6666666.230262.peg.384	Name=Inner_membrane_protein_CreD
fig|6666666.230262.peg.385	Name=Two-component_response_regulator_CreC
fig|6666666.230262.peg.386	Name=Two-component_response_regulator_CreB
fig|6666666.230262.peg.387	Name=Protein_involved_in_catabolism_of_external_DNA
fig|6666666.230262.peg.388	Name=Histone_acetyltransferase_HPA2_and_related_acetyltransferases
fig|6666666.230262.peg.389	Name=Transcription-repair_coupling_factor
fig|6666666.230262.peg.390	Name=Response_regulator_receiver:Metal-dependent_phosphohydrolase%2C_HD_subdomain
fig|6666666.230262.peg.391	Name=Metallopeptidase
fig|6666666.230262.peg.392	Name=Phosphoglycerate_mutase_(EC_5.4.2.1)
fig|6666666.230262.peg.393	Name=Endonuclease_V_(EC_3.1.21.7)
fig|6666666.230262.peg.394	Name=Cobalt-zinc-cadmium_resistance_protein_CzcD
fig|6666666.230262.peg.395	Name=hypothetical_protein
fig|6666666.230262.peg.396	Name=TonB-dependent_receptor%3B_Outer_membrane_receptor_for_ferrienterochelin_and_colicins
fig|6666666.230262.peg.397	Name=Putative_Heme-regulated_two-component_response_regulator
fig|6666666.230262.peg.398	Name=major_facilitator_superfamily_MFS_1
fig|6666666.230262.peg.399	Name=Transcriptional_regulator%2C_HxlR_family
fig|6666666.230262.peg.400	Name=Protein-tyrosine-phosphatase_(EC_3.1.3.48)
fig|6666666.230262.peg.401	Name=DNA-binding_response_regulator
fig|6666666.230262.peg.402	Name=sensor_histidine_kinase
fig|6666666.230262.peg.403	Name=FIG01111139:_hypothetical_protein
fig|6666666.230262.peg.404	Name=Permeases_of_the_drug/metabolite_transporter_(DMT)_superfamily
fig|6666666.230262.peg.405	Name=Polymyxin_resistance_protein_PmrL%2C_sucrose-6_phosphate_hydrolase
fig|6666666.230262.peg.406	Name=DegT/DnrJ/EryC1/StrS_aminotransferase
fig|6666666.230262.peg.407	Name=2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate_phosphatase_related_protein
fig|6666666.230262.peg.408	Name=Adenosylmethionine-8-amino-7-oxononanoate_aminotransferase_(EC_2.6.1.62)
fig|6666666.230262.peg.409	Name=FIG01112815:_hypothetical_protein
fig|6666666.230262.peg.410	Name=conserved_hypothetical_protein
fig|6666666.230262.peg.411	Name=Glyoxalase_family_protein
fig|6666666.230262.peg.412	Name=FIG01112232:_hypothetical_protein
fig|6666666.230262.peg.413	Name=Methionine_aminopeptidase_(EC_3.4.11.18)
fig|6666666.230262.peg.414	Name=Transcriptional_repressor%2C_BlaI/MecI_family
fig|6666666.230262.peg.415	Name=Cell_wall_endopeptidase%2C_family_M23/M37
fig|6666666.230262.peg.416	Name=TonB-dependent_receptor
fig|6666666.230262.peg.417	Name=Transporter%2C_LysE_family
fig|6666666.230262.peg.418	Name=Transcriptional_regulator_lysR_family
fig|6666666.230262.peg.419	Name=Outer_membrane_protein_assembly_factor_YaeT_precursor
fig|6666666.230262.peg.420	Name=HlyD_family_secretion_protein
fig|6666666.230262.peg.421	Name=ABC-type_multidrug_transport_system%2C_permease_component
fig|6666666.230262.peg.422	Name=ABC-type_multidrug_transport_system%2C_permease_component
fig|6666666.230262.peg.423	Name=FIG01200701:_possible_membrane_protein
fig|6666666.230262.peg.424	Name=Methyl-accepting_chemotaxis_protein_I_(serine_chemoreceptor_protein)
fig|6666666.230262.peg.425	Name=Hemolysin
fig|6666666.230262.peg.426	Name=Hemolysin
fig|6666666.230262.peg.427	Name=Putative_large_exoprotein_involved_in_heme_utilization_or_adhesion_of_ShlA/HecA/FhaA_family
fig|6666666.230262.peg.428	Name=hypothetical_protein
fig|6666666.230262.peg.429	Name=Hemolysin
fig|6666666.230262.peg.430	Name=Hemolysin_activation/secretion_protein
fig|6666666.230262.peg.431	Name=hypothetical_protein
fig|6666666.230262.peg.432	Name=hypothetical_protein
fig|6666666.230262.peg.433	Name=DNA_mismatch_repair_protein_MutS
fig|6666666.230262.peg.434	Name=wall_associated_protein
fig|6666666.230262.peg.435	Name=Catalase_(EC_1.11.1.6)
fig|6666666.230262.peg.436	Name=FIG01113088:_hypothetical_protein
fig|6666666.230262.peg.437	Name=Ribosome-associated_heat_shock_protein_implicated_in_the_recycling_of_the_50S_subunit_(S4_paralog)
fig|6666666.230262.peg.438	Name=FIG01111367:_hypothetical_protein
fig|6666666.230262.peg.439	Name=Multidrug_and_toxin_extrusion_(MATE)_family_efflux_pump_YdhE/NorM%2C_homolog
fig|6666666.230262.peg.440	Name=hypothetical_protein
fig|6666666.230262.peg.441	Name=FIG01112529:_hypothetical_protein
fig|6666666.230262.peg.442	Name=FIG01111963:_hypothetical_protein
fig|6666666.230262.peg.443	Name=conserved_hypothetical_protein
fig|6666666.230262.peg.444	Name=LSU_ribosomal_protein_L19p
fig|6666666.230262.peg.445	Name=tRNA_(Guanine37-N1)_-methyltransferase_(EC_2.1.1.31)
fig|6666666.230262.peg.446	Name=16S_rRNA_processing_protein_RimM
fig|6666666.230262.peg.447	Name=SSU_ribosomal_protein_S16p
fig|6666666.230262.peg.448	Name=Aminodeoxychorismate_lyase_(EC_4.1.3.38)
fig|6666666.230262.peg.449	Name=Enoyl-[acyl-carrier-protein]_reductase_[FMN]_(EC_1.3.1.9)
fig|6666666.230262.peg.450	Name=Signal_recognition_particle%2C_subunit_Ffh_SRP54_(TC_3.A.5.1.1)
fig|6666666.230262.peg.451	Name=FIG001154:_CcsA-related_protein
fig|6666666.230262.peg.452	Name=conserved_hypothetical_protein
fig|6666666.230262.peg.453	Name=FOG:_TPR_repeat
fig|6666666.230262.peg.454	Name=probable_heat_shock_protein_(hsp90_family)
fig|6666666.230262.peg.455	Name=DNA_repair_protein_RadA
fig|6666666.230262.peg.456	Name=Sensory_box/GGDEF_family_protein
fig|6666666.230262.peg.457	Name=Cytochrome_O_ubiquinol_oxidase_subunit_IV_(EC_1.10.3.-)
fig|6666666.230262.peg.458	Name=Cytochrome_O_ubiquinol_oxidase_subunit_III_(EC_1.10.3.-)
fig|6666666.230262.peg.459	Name=Cytochrome_O_ubiquinol_oxidase_subunit_I_(EC_1.10.3.-)
fig|6666666.230262.peg.460	Name=Cytochrome_O_ubiquinol_oxidase_subunit_II_(EC_1.10.3.-)
fig|6666666.230262.peg.461	Name=COG4832:_Uncharacterized_conserved_protein
fig|6666666.230262.peg.462	Name=FIG01112625:_hypothetical_protein
fig|6666666.230262.peg.463	Name=hypothetical_protein
fig|6666666.230262.peg.464	Name=D-lactate_dehydrogenase_(EC_1.1.1.28)
fig|6666666.230262.peg.465	Name=autotransporter
fig|6666666.230262.peg.466	Name=hypothetical_protein
fig|6666666.230262.peg.467	Name=FIG006045:_Sigma_factor%2C_ECF_subfamily
fig|6666666.230262.peg.468	Name=Iron_siderophore_sensor_protein
fig|6666666.230262.peg.469	Name=TonB-dependent_receptor
fig|6666666.230262.peg.470	Name=FIG01112656:_hypothetical_protein
fig|6666666.230262.peg.471	Name=FIG01112076:_hypothetical_protein
fig|6666666.230262.peg.472	Name=FIG01112514:_hypothetical_protein
fig|6666666.230262.peg.473	Name=PDZ_domain_family_protein
fig|6666666.230262.peg.474	Name=4-hydroxy-3-methylbut-2-enyl_diphosphate_reductase_(EC_1.17.1.2)
fig|6666666.230262.peg.475	Name=Lipoprotein_signal_peptidase_(EC_3.4.23.36)
fig|6666666.230262.peg.476	Name=Isoleucyl-tRNA_synthetase_(EC_6.1.1.5)
fig|6666666.230262.peg.477	Name=Riboflavin_kinase_(EC_2.7.1.26)_/_FMN_adenylyltransferase_(EC_2.7.7.2)
fig|6666666.230262.peg.478	Name=Proposed_peptidoglycan_lipid_II_flippase_MurJ
fig|6666666.230262.peg.479	Name=SSU_ribosomal_protein_S20p
fig|6666666.230262.peg.480	Name=GTP-binding_protein_Obg
fig|6666666.230262.peg.481	Name=LSU_ribosomal_protein_L27p
fig|6666666.230262.peg.482	Name=LSU_ribosomal_protein_L21p
fig|6666666.230262.peg.483	Name=Excinuclease_ABC_subunit_A
fig|6666666.230262.peg.484	Name=4-hydroxybenzoyl-CoA_thioesterase_(EC_3.1.2.23)
fig|6666666.230262.peg.485	Name=Enolase_(EC_4.2.1.11)
fig|6666666.230262.peg.486	Name=Copper_metallochaperone%2C_bacterial_analog_of_Cox17_protein
fig|6666666.230262.peg.487	Name=Enoyl-CoA_hydratase_(EC_4.2.1.17)
fig|6666666.230262.peg.488	Name=Transcriptional_regulator%2C_LysR_family
fig|6666666.230262.peg.489	Name=Putative_drug_efflux_protein
fig|6666666.230262.peg.490	Name=Methylglyoxal_reductase%2C_acetol_producing_(EC_1.1.1.-)_/_2%2C5-diketo-D-gluconic_acid_reductase_B_(EC_1.1.1.274)
fig|6666666.230262.peg.491	Name=Beta-ketoadipate_enol-lactone_hydrolase_(EC_3.1.1.24)
fig|6666666.230262.peg.492	Name=PlcB%2C_ORFX%2C_ORFP%2C_ORFB%2C_ORFA%2C_ldh_gene
fig|6666666.230262.peg.493	Name=Acetyl-CoA_synthetase_(ADP-forming)_alpha_and_beta_chains%2C_putative
fig|6666666.230262.peg.494	Name=Mg/Co/Ni_transporter_MgtE_/_CBS_domain
fig|6666666.230262.peg.495	Name=hypothetical_protein
fig|6666666.230262.peg.496	Name=Glutathione-regulated_potassium-efflux_system_protein_KefC
fig|6666666.230262.peg.497	Name=Ankyrin-like_protein
fig|6666666.230262.peg.498	Name=Protein_YcgL
fig|6666666.230262.peg.499	Name=Excinuclease_ATPase_subunit
fig|6666666.230262.peg.500	Name=FIG138576:_3-oxoacyl-[ACP]_synthase_(EC_2.3.1.41)
fig|6666666.230262.peg.501	Name=3-oxoacyl-[ACP]_reductase_(EC_1.1.1.100)
fig|6666666.230262.peg.502	Name=3-hydroxydecanoyl-[ACP]_dehydratase_(EC_4.2.1.60)
fig|6666666.230262.peg.503	Name=3-oxoacyl-[ACP]_synthase_(EC_2.3.1.41)_FabV_like
fig|6666666.230262.peg.504	Name=FIG035331:_hypothetical_protein
fig|6666666.230262.peg.505	Name=FIG022199:_FAD-binding_protein
fig|6666666.230262.peg.506	Name=FIG021862:_membrane_protein%2C_exporter
fig|6666666.230262.peg.507	Name=FIG027190:_Putative_transmembrane_protein
fig|6666666.230262.peg.508	Name=FIG002571:_4-hydroxybenzoyl-CoA_thioesterase_domain_protein
fig|6666666.230262.peg.509	Name=Putative_histidine_ammonia-lyase_protein
fig|6666666.230262.peg.510	Name=Lysophospholipid_acyltransferase
fig|6666666.230262.peg.511	Name=FIG143263:_Glycosyl_transferase
fig|6666666.230262.peg.512	Name=FIGfam138462:_Acyl-CoA_synthetase%2C_AMP-(fatty)_acid_ligase_/_(3R)-hydroxymyristoyl-[ACP]_dehydratase_(EC_4.2.1.-)
fig|6666666.230262.peg.513	Name=FIG017861:_hypothetical_protein
fig|6666666.230262.peg.514	Name=Acyl_carrier_protein_(ACP2)
fig|6666666.230262.peg.515	Name=Acyl_carrier_protein_(ACP1)
fig|6666666.230262.peg.516	Name=FIG018329:_1-acyl-sn-glycerol-3-phosphate_acyltransferase
fig|6666666.230262.peg.517	Name=3-oxoacyl-[ACP]_synthase
fig|6666666.230262.peg.518	Name=hypothetical_protein
fig|6666666.230262.peg.519	Name=putative_Cytochrome_bd2%2C_subunit_II
fig|6666666.230262.peg.520	Name=putative_Cytochrome_bd2%2C_subunit_I
fig|6666666.230262.peg.521	Name=hypothetical_protein
fig|6666666.230262.peg.522	Name=FIG01112435:_hypothetical_protein
fig|6666666.230262.peg.523	Name=RNA_polymerase_sigma-54_factor_RpoN
fig|6666666.230262.peg.524	Name=FIG01112135:_hypothetical_protein
fig|6666666.230262.peg.525	Name=Dipeptidyl-peptidase
fig|6666666.230262.peg.526	Name=Nudix_hydrolase_family_protein_PA3470
fig|6666666.230262.peg.527	Name=conserved_hypothetical_protein
fig|6666666.230262.peg.528	Name=FIG01112304:_hypothetical_protein
fig|6666666.230262.peg.529	Name=FIG01111578:_hypothetical_protein
fig|6666666.230262.peg.530	Name=Coproporphyrinogen_III_oxidase%2C_aerobic_(EC_1.3.3.3)
fig|6666666.230262.peg.531	Name=FIG01111616:_hypothetical_protein
fig|6666666.230262.peg.532	Name=conserved_hypothetical_protein
fig|6666666.230262.peg.533	Name=DNA_polymerase_I_(EC_2.7.7.7)
fig|6666666.230262.peg.534	Name=FIG01112416:_hypothetical_protein
fig|6666666.230262.peg.535	Name=Universal_stress_protein_family
fig|6666666.230262.peg.536	Name=hypothetical_protein
fig|6666666.230262.peg.537	Name=FIG01111341:_hypothetical_protein
fig|6666666.230262.peg.538	Name=hypothetical_protein
fig|6666666.230262.peg.539	Name=cellular_communication/signal_transduction
fig|6666666.230262.peg.540	Name=ATP-dependent_DNA_helicase_UvrD/PcrA
fig|6666666.230262.peg.541	Name=Hydroxyacylglutathione_hydrolase_(EC_3.1.2.6)
fig|6666666.230262.peg.542	Name=Cardiolipin_synthetase_(EC_2.7.8.-)
fig|6666666.230262.peg.543	Name=LSU_ribosomal_protein_L33p_@_LSU_ribosomal_protein_L33p%2C_zinc-independent
fig|6666666.230262.peg.544	Name=LSU_ribosomal_protein_L28p
fig|6666666.230262.peg.545	Name=UDP-glucose:sterol_glucosyltransferase
fig|6666666.230262.peg.546	Name=DNA_polymerase_III_epsilon_subunit_(EC_2.7.7.7)
fig|6666666.230262.peg.547	Name=Transcriptional_regulator%2C_LysR_family
fig|6666666.230262.peg.548	Name=Bona_fide_RidA/YjgF/TdcF/RutC_subgroup
fig|6666666.230262.peg.549	Name=FIG01111872:_hypothetical_protein
fig|6666666.230262.peg.550	Name=hypothetical_protein
fig|6666666.230262.peg.551	Name=FIG01111767:_hypothetical_protein
fig|6666666.230262.peg.552	Name=Cobalt/zinc/cadmium_efflux_RND_transporter%2C_membrane_fusion_protein%2C_CzcB_family
fig|6666666.230262.peg.553	Name=Cobalt-zinc-cadmium_resistance_protein_CzcA%3B_Cation_efflux_system_protein_CusA
fig|6666666.230262.peg.554	Name=FIG01113058:_hypothetical_protein
fig|6666666.230262.peg.555	Name=FIG01111166:_hypothetical_protein
fig|6666666.230262.peg.556	Name=Dolichol-phosphate_mannosyltransferase
fig|6666666.230262.peg.557	Name=dTDP-glucose_4%2C6-dehydratase_(EC_4.2.1.46)
fig|6666666.230262.peg.558	Name=Ankyrin_repeats_containing_protein
fig|6666666.230262.peg.559	Name=Chromosome_(plasmid)_partitioning_protein_ParB
fig|6666666.230262.peg.560	Name=Chromosome_(plasmid)_partitioning_protein_ParA
fig|6666666.230262.peg.561	Name=rRNA_small_subunit_7-methylguanosine_(m7G)_methyltransferase_GidB
fig|6666666.230262.peg.562	Name=4'-phosphopantetheinyl_transferase_(EC_2.7.8.-)
fig|6666666.230262.peg.563	Name=transglycosylase_associated_protein
fig|6666666.230262.peg.564	Name=Exodeoxyribonuclease_III_(EC_3.1.11.2)
fig|6666666.230262.peg.565	Name=Aldehyde_dehydrogenase_(EC_1.2.1.3)%3B_Probable_coniferyl_aldehyde_dehydrogenase_(EC_1.2.1.68)
fig|6666666.230262.peg.566	Name=Permeases_of_the_major_facilitator_superfamily
fig|6666666.230262.peg.567	Name=FIG01111534:_hypothetical_protein
fig|6666666.230262.peg.568	Name=hypothetical_protein
fig|6666666.230262.peg.569	Name=hypothetical_protein
fig|6666666.230262.peg.570	Name=Acetyl-coenzyme_A_synthetase_(EC_6.2.1.1)
fig|6666666.230262.peg.571	Name=Transcriptional_regulator%2C_LuxR_family
fig|6666666.230262.peg.572	Name=Integral_membrane_protein
fig|6666666.230262.peg.573	Name=Sensor_histidine_kinase
fig|6666666.230262.peg.574	Name=FIG01111551:_hypothetical_protein
fig|6666666.230262.peg.575	Name=Chaperone_protein_hscC_(Hsc62)
fig|6666666.230262.peg.576	Name=hypothetical_protein
fig|6666666.230262.peg.577	Name=putative_exported_protein
fig|6666666.230262.peg.578	Name=Outer_membrane_protein_assembly_factor_YaeT_precursor
fig|6666666.230262.peg.579	Name=hypothetical_protein
fig|6666666.230262.peg.580	Name=Glycyl-tRNA_synthetase_beta_chain_(EC_6.1.1.14)
fig|6666666.230262.peg.581	Name=Glycyl-tRNA_synthetase_alpha_chain_(EC_6.1.1.14)
fig|6666666.230262.peg.582	Name=hypothetical_protein
fig|6666666.230262.peg.583	Name=Type_II_secretory_pathway%2C_ATPase_PulE/Tfp_pilus_assembly_pathway%2C_ATPase_PilB
fig|6666666.230262.peg.584	Name=GMP_synthase_(EC_6.3.5.2)
fig|6666666.230262.peg.585	Name=FIG01110958:_hypothetical_protein
fig|6666666.230262.peg.586	Name=Twin-arginine_translocation_protein_TatC
fig|6666666.230262.peg.587	Name=Twin-arginine_translocation_protein_TatB
fig|6666666.230262.peg.588	Name=Twin-arginine_translocation_protein_TatA
fig|6666666.230262.peg.589	Name=FIG01112041:_hypothetical_protein
fig|6666666.230262.peg.590	Name=Ferrochelatase%2C_protoheme_ferro-lyase_(EC_4.99.1.1)
fig|6666666.230262.peg.591	Name=2-hydroxymuconic_semialdehyde_hydrolase_(EC_3.7.1.9)
fig|6666666.230262.peg.592	Name=Methyl-accepting_chemotaxis_protein_I_(serine_chemoreceptor_protein)
fig|6666666.230262.peg.593	Name=Inner_membrane_protein
fig|6666666.230262.peg.594	Name=FIG01110967:_hypothetical_protein
fig|6666666.230262.peg.595	Name=FIG01112209:_hypothetical_protein
fig|6666666.230262.peg.596	Name=hypothetical_protein
fig|6666666.230262.peg.597	Name=Two-component_system_regulatory_protein
fig|6666666.230262.peg.598	Name=two-component_system_sensor_protein
fig|6666666.230262.peg.599	Name=Glyoxalase/bleomycin_resistance_protein/dioxygenase
fig|6666666.230262.peg.600	Name=DUF819_domain-containing_protein
fig|6666666.230262.peg.601	Name=COG2879%2C_Hypothetical_small_protein_yjiX
fig|6666666.230262.peg.602	Name=Carbon_starvation_protein_A
fig|6666666.230262.peg.603	Name=hypothetical_protein
fig|6666666.230262.peg.604	Name=Pirin
fig|6666666.230262.peg.605	Name=FIG01111262:_hypothetical_protein
fig|6666666.230262.peg.606	Name=Aquaporin_Z
fig|6666666.230262.peg.607	Name=Pirin-related_protein
fig|6666666.230262.peg.608	Name=Enoyl-CoA_hydratase_(EC_4.2.1.17)_/_3-hydroxyacyl-CoA_dehydrogenase_(EC_1.1.1.35)_/_3-hydroxybutyryl-CoA_epimerase_(EC_5.1.2.3)
fig|6666666.230262.peg.609	Name=RNA_polymerase_sigma_factor_RpoE
fig|6666666.230262.peg.610	Name=Sigma_factor_RpoE_negative_regulatory_protein_RseA
fig|6666666.230262.peg.611	Name=Serine_protease_precursor_MucD/AlgY_associated_with_sigma_factor_RpoE
fig|6666666.230262.peg.612	Name=Translation_elongation_factor_LepA
fig|6666666.230262.peg.613	Name=Signal_peptidase_I_(EC_3.4.21.89)
fig|6666666.230262.peg.614	Name=FIG01111707:_hypothetical_protein
fig|6666666.230262.peg.615	Name=Ribonuclease_III_(EC_3.1.26.3)
fig|6666666.230262.peg.616	Name=GTP-binding_protein_Era
fig|6666666.230262.peg.617	Name=DNA_recombination_and_repair_protein_RecO
fig|6666666.230262.peg.618	Name=Response_regulator
fig|6666666.230262.peg.619	Name=23S_rRNA_(Uracil-5-)_-methyltransferase_RumA_(EC_2.1.1.-)
fig|6666666.230262.peg.620	Name=FIG01112267:_hypothetical_protein
fig|6666666.230262.peg.621	Name=2-hydroxychromene-2-carboxylate_isomerase/DsbA-like_thioredoxin_domain
fig|6666666.230262.peg.622	Name=Beta_N-acetyl-glucosaminidase_(EC_3.2.1.52)
fig|6666666.230262.peg.623	Name=Hypoxanthine-guanine_phosphoribosyltransferase_(EC_2.4.2.8)
fig|6666666.230262.peg.624	Name=5'-methylthioadenosine_phosphorylase_(EC_2.4.2.28)
fig|6666666.230262.peg.625	Name=Cold_shock_protein_CspD
fig|6666666.230262.peg.626	Name=Oxidoreductase
fig|6666666.230262.peg.627	Name=FIG01111802:_hypothetical_protein
fig|6666666.230262.peg.628	Name=FIG006285:_ICC-like_protein_phosphoesterase
fig|6666666.230262.peg.629	Name=FIG003033:_Helicase_domain_protein
